filename	ann_id	label	start_span	end_span	text
32607304_Es	T4	FAC_GEN	1535	1543	hospital
32607304_Es	T5	DEPARTAMENTO	1657	1678	unidad de aislamiento
32607304_Es	T6	DEPARTAMENTO	3498	3511	equipo médico
32636116_ES	T0	FAC_GEN	39	47	hospital
32636116_ES	T1	GPE_GEN	433	439	región
32636116_ES	T2	GPE_NOM	440	450	de Polonia
butlleti_camfic_103	T0	FAC_GEN	1428	1436	trastero
butlleti_camfic_103	T1	FAC_GEN	2075	2082	entidad
butlleti_camfic_156	T0	DEPARTAMENTO	195	198	UCI
butlleti_camfic_156	T1	TRANSPORTE	515	524	bicicleta
butlleti_camfic_156	T2	DEPARTAMENTO	1282	1295	traumatología
butlleti_camfic_188	T0	DEPARTAMENTO	33	55	atención primaria (AP)
butlleti_camfic_188	T1	DEPARTAMENTO	779	799	otorrinolaringología
butlleti_camfic_188	T2	DEPARTAMENTO	863	871	consulta
butlleti_camfic_188	T3	FAC_GEN	876	887	ambulatorio
butlleti_camfic_188	T4	TRANSPORTE	986	995	visita en
butlleti_camfic_188	T5	FAC_GEN	999	1018	centro hospitalario
butlleti_camfic_188	T6	DEPARTAMENTO	1316	1339	urgencias hospitalarias
butlleti_camfic_235	T0	DEPARTAMENTO	104	114	neurología
butlleti_camfic_235	T1	TRANSPORTE	361	371	vacaciones
butlleti_camfic_235	T2	DEPARTAMENTO	537	554	atención primaria
butlleti_camfic_235	T3	FAC_GEN	566	572	centro
butlleti_camfic_235	T4	TRANSPORTE	625	635	vacaciones
butlleti_camfic_235	T5	TRANSPORTE	781	787	visita
butlleti_camfic_235	T6	DEPARTAMENTO	1032	1042	neurología
butlleti_camfic_235	T7	TRANSPORTE	1089	1095	visita
butlleti_camfic_235	T8	DEPARTAMENTO	1110	1122	oftalmología
butlleti_camfic_235	T9	DEPARTAMENTO	1233	1258	urgencias de oftalmología
butlleti_camfic_235	T10	DEPARTAMENTO	1276	1293	neurooftalmología
butlleti_camfic_235	T11	TRANSPORTE	1301	1316	visita de neuro
butlleti_camfic_235	T12	DEPARTAMENTO	1311	1328	neurooftalmología
butlleti_camfic_235	T13	DEPARTAMENTO	1545	1561	neuroinmunología
butlleti_camfic_235	T14	DEPARTAMENTO	1624	1634	neurología
butlleti_camfic_235	T15	DEPARTAMENTO	1956	1980	consultas oftalmológicas
butlleti_camfic_235	T16	DEPARTAMENTO	1984	2001	atención primaria
butlleti_camfic_258	T0	DEPARTAMENTO	8	25	atención primaria
butlleti_camfic_258	T1	DEPARTAMENTO	28	40	hospitalaria
butlleti_camfic_258	T2	DEPARTAMENTO	400	409	urgencias
butlleti_camfic_258	T3	FAC_GEN	423	434	ambulatorio
butlleti_camfic_258	T4	DEPARTAMENTO	443	456	traumatología
butlleti_camfic_258	T5	DEPARTAMENTO	459	488	medicina interna hospitalaria
butlleti_camfic_258	T6	FAC_GEN	691	702	ambulatorio
butlleti_camfic_258	T7	FAC_GEN	762	770	hospital
butlleti_camfic_258	T8	FAC_GEN	1688	1696	hospital
butlleti_camfic_258	T9	DEPARTAMENTO	1726	1749	servicio de hematología
butlleti_camfic_258	T10	DEPARTAMENTO	2052	2069	atención primaria
butlleti_camfic_372	T0	FAC_GEN	370	379	instituto
butlleti_camfic_372	T1	FAC_GEN	514	518	casa
butlleti_camfic_372	T2	FAC_GEN	1029	1038	instituto
butlleti_camfic_372	T3	DEPARTAMENTO	1591	1608	gastroenterología
butlleti_camfic_372	T4	DEPARTAMENTO	2013	2030	atención primaria
butlleti_camfic_40	T0	FAC_GEN	248	255	camping
butlleti_camfic_40	T1	COMUNIDAD	379	385	tóxico
butlleti_camfic_40	T2	DEPARTAMENTO	1092	1115	urgencias hospitalarias
butlleti_camfic_40	T3	DEPARTAMENTO	2322	2339	atención primaria
butlleti_camfic_63	T0	TRANSPORTE	48	60	ción externa
butlleti_camfic_63	T1	GPE_NOM	64	72	Toulouse
butlleti_camfic_63	T2	COMUNIDAD	247	255	africano
butlleti_camfic_63	T3	COMUNIDAD	296	303	francés
butlleti_camfic_63	T4	FAC_NOM	444	474	centro médico Cabinet Rangueil
butlleti_camfic_63	T5	GPE_NOM	478	486	Toulouse
butlleti_camfic_63	T6	GPE_NOM	592	601	Salamanca
butlleti_camfic_63	T7	GPE_NOM	632	639	Francia
butlleti_camfic_63	T8	GPE_NOM	799	808	Barcelona
butlleti_camfic_63	T9	GPE_NOM	1039	1046	Francia
butlleti_camfic_63	T10	DEPARTAMENTO	1304	1312	consulta
butlleti_camfic_63	T11	GPE_NOM	1476	1483	Francia
butlleti_camfic_63	T12	DEPARTAMENTO	1689	1697	consulta
butlleti_camfic_739	T0	DEPARTAMENTO	8	25	Atención Primaria
butlleti_camfic_739	T1	TRANSPORTE	475	481	viajes
butlleti_camfic_739	T2	DEPARTAMENTO	1105	1113	consulta
butlleti_camfic_739	T3	TRANSPORTE	1802	1808	viajes
butlleti_camfic_739	T4	GPE_GEN	1821	1837	países endémicos
butlleti_camfic_739	T5	GEO_GEN	1857	1867	naturaleza
butlleti_camfic_739	T6	FAC_GEN	1873	1880	camping
butlleti_camfic_835	T0	DEPARTAMENTO	53	62	urgencias
butlleti_camfic_835	T1	FAC_GEN	141	152	ambulatorio
butlleti_camfic_835	T2	GPE_NOM	276	285	Marruecos
butlleti_camfic_835	T3	TRANSPORTE	368	373	viaje
butlleti_camfic_835	T4	DEPARTAMENTO	841	858	Atención Primaria
butlleti_camfic_835	T5	GPE_NOM	904	911	Noruega
casos_clinicos_cardiologia135	T0	DEPARTAMENTO	30	51	Servicio de Urgencias
casos_clinicos_cardiologia135	T1	GPE_NOM	153	161	San Juan
casos_clinicos_cardiologia135	T2	GPE_NOM	163	172	Argentina
casos_clinicos_cardiologia135	T3	DEPARTAMENTO	188	209	Servicio de Urgencias
casos_clinicos_cardiologia135	T4	DEPARTAMENTO	1158	1167	Urgencias
casos_clinicos_cardiologia135	T5	FAC_GEN	2997	3004	central
casos_clinicos_cardiologia135	T6	DEPARTAMENTO	3708	3717	Urgencias
casos_clinicos_cardiologia135	T7	DEPARTAMENTO	3951	3972	planta de Cardiología
casos_clinicos_cardiologia135	T8	GEO_GEN	4430	4443	área endémica
casos_clinicos_cardiologia135	T9	GPE_NOM	4447	4453	Chagas
casos_clinicos_cardiologia214	T0	DEPARTAMENTO	234	253	unidad de arritmias
casos_clinicos_cardiologia214	T1	DEPARTAMENTO	805	816	cardiología
casos_clinicos_cardiologia214	T2	FAC_GEN	1368	1374	centro
casos_clinicos_cardiologia214	T3	DEPARTAMENTO	1674	1683	urgencias
casos_clinicos_cardiologia214	T4	DEPARTAMENTO	1994	2013	unidad de arritmias
casos_clinicos_cardiologia214	T5	DEPARTAMENTO	2427	2448	consulta de arritmias
casos_clinicos_cardiologia214	T6	DEPARTAMENTO	2665	2673	consulta
casos_clinicos_cardiologia214	T7	FAC_GEN	3554	3560	reposo
casos_clinicos_cardiologia214	T8	GPE_NOM	3752	3760	Valsalva
casos_clinicos_cardiologia214	T9	FAC_GEN	6241	6247	centro
casos_clinicos_cardiologia214	T10	DEPARTAMENTO	6727	6735	consulta
casos_clinicos_cardiologia214	T11	DEPARTAMENTO	7241	7260	unidad de arritmias
casos_clinicos_cardiologia262	T0	DEPARTAMENTO	178	189	cardiología
casos_clinicos_cardiologia262	T1	FAC_GEN	196	210	centro privado
casos_clinicos_cardiologia262	T2	DEPARTAMENTO	331	341	oncológica
casos_clinicos_cardiologia262	T3	FAC_GEN	1191	1203	supermercado
casos_clinicos_cardiologia262	T4	DEPARTAMENTO	1764	1805	servicios de urgencias extrahospitalarias
casos_clinicos_cardiologia262	T5	FAC_GEN	1816	1822	centro
casos_clinicos_cardiologia262	T6	DEPARTAMENTO	5119	5122	TAP
casos_clinicos_cardiologia262	T7	DEPARTAMENTO	5234	5250	oncología médica
casos_clinicos_cardiologia262	T8	DEPARTAMENTO	5769	5786	Electrofisiología
casos_clinicos_cardiologia262	T9	FAC_GEN	7105	7111	centro
casos_clinicos_cardiologia262	T10	DEPARTAMENTO	8665	8684	cardiología clínica
casos_clinicos_cardiologia262	T11	DEPARTAMENTO	8687	8703	intervencionista
casos_clinicos_cardiologia262	T12	DEPARTAMENTO	8705	8721	cirugía cardiaca
casos_clinicos_cardiologia262	T13	DEPARTAMENTO	8724	8740	oncología médica
casos_clinicos_cardiologia262	T14	DEPARTAMENTO	9054	9060	planta
casos_clinicos_cardiologia262	T15	DEPARTAMENTO	9113	9130	electrofisiología
casos_clinicos_cardiologia262	T16	FAC_GEN	9148	9162	casa comercial
casos_clinicos_cardiologia262	T17	DEPARTAMENTO	9546	9588	consultas monográficas de cardio-oncología
casos_clinicos_cardiologia348	T0	GEO_GEN	744	749	campo
casos_clinicos_cardiologia348	T1	DEPARTAMENTO	1043	1051	consulta
casos_clinicos_cardiologia348	T2	DEPARTAMENTO	1162	1186	servicios de emergencias
casos_clinicos_cardiologia348	T3	FAC_GEN	1499	1518	centro hospitalario
casos_clinicos_cardiologia348	T4	TRANSPORTE	1545	1553	traslado
casos_clinicos_cardiologia348	T5	DEPARTAMENTO	1601	1622	servicio de urgencias
casos_clinicos_cardiologia348	T6	FAC_GEN	1634	1653	centro hospitalario
casos_clinicos_cardiologia348	T7	DEPARTAMENTO	1892	1914	cardiología de guardia
casos_clinicos_cardiologia348	T8	DEPARTAMENTO	2323	2334	cardiología
casos_clinicos_cardiologia348	T9	GPE_GEN	4124	4131	entidad
casos_clinicos_cardiologia348	T10	GPE_NOM	4691	4699	Valsalva
casos_clinicos_cardiologia348	T11	DEPARTAMENTO	5429	5474	unidad de cuidados intermedios de cardiología
casos_clinicos_cardiologia348	T12	DEPARTAMENTO	5502	5508	unidad
casos_clinicos_cardiologia348	T13	DEPARTAMENTO	5788	5794	unidad
casos_clinicos_cardiologia348	T14	DEPARTAMENTO	6212	6245	unidad de rehabilitación cardiaca
casos_clinicos_cardiologia399	T0	FAC_GEN	271	275	ABVD
casos_clinicos_cardiologia399	T1	DEPARTAMENTO	534	551	atención primaria
casos_clinicos_cardiologia399	T2	FAC_GEN	569	580	ambulatorio
casos_clinicos_cardiologia399	T3	TRANSPORTE	768	776	traslado
casos_clinicos_cardiologia399	T4	FAC_GEN	780	788	hospital
casos_clinicos_cardiologia399	T5	DEPARTAMENTO	992	1013	Servicio de Urgencias
casos_clinicos_cardiologia399	T6	FAC_GEN	1219	1230	ambulatorio
casos_clinicos_cardiologia399	T7	DEPARTAMENTO	1358	1367	urgencias
casos_clinicos_cardiologia399	T8	DEPARTAMENTO	5170	5176	planta
casos_clinicos_cardiologia399	T9	FAC_GEN	6182	6189	entidad
casos_clinicos_cardiologia399	T10	FAC_GEN	7402	7409	blación
casos_clinicos_cardiologia399	T11	DEPARTAMENTO	7760	7790	consultas de electrofisiología
casos_clinicos_cardiologia48	T0	GPE_NOM	82	89	Conakri
casos_clinicos_cardiologia48	T1	GPE_NOM	91	108	capital de Guinea
casos_clinicos_cardiologia48	T2	GPE_NOM	123	129	España
casos_clinicos_cardiologia48	T3	DEPARTAMENTO	335	344	Urgencias
casos_clinicos_cardiologia48	T4	FAC_GEN	356	362	centro
casos_clinicos_cardiologia48	T5	FAC_GEN	535	539	piso
casos_clinicos_cardiologia48	T6	COMUNIDAD	3017	3021	lige
casos_clinicos_cardiologia48	T7	DEPARTAMENTO	3817	3838	planta de Cardiología
casos_clinicos_cardiologia48	T8	COMUNIDAD	5297	5307	idiomática
casos_clinicos_cardiologia48	T9	FAC_GEN	5417	5429	ambulatorios
casos_clinicos_cardiologia50	T0	GPE_NOM	98	105	Rumanía
casos_clinicos_cardiologia50	T1	GPE_GEN	120	132	nuestro país
casos_clinicos_cardiologia50	T2	FAC_GEN	330	349	taller de artesanía
casos_clinicos_cardiologia50	T3	GPE_GEN	486	499	su país natal
casos_clinicos_cardiologia50	T4	DEPARTAMENTO	616	627	cardiología
casos_clinicos_cardiologia50	T5	GPE_GEN	631	643	nuestro país
casos_clinicos_cardiologia50	T6	TRANSPORTE	1333	1342	trascurso
casos_clinicos_cardiologia50	T7	FAC_GEN	1469	1475	centro
casos_clinicos_cardiologia50	T8	FAC_GEN	1486	1494	hospital
casos_clinicos_cardiologia50	T9	FAC_GEN	4562	4592	hospital de día de Cardiología
casos_clinicos_cardiologia599	T0	GEO_GEN	433	443	pedanía de
casos_clinicos_cardiologia599	T1	GEO_GEN	444	471	entorno eminentemente rural
casos_clinicos_cardiologia599	T2	GPE_NOM	478	493	sierra de Cádiz
casos_clinicos_cardiologia599	T3	FAC_GEN	551	562	ambulatorio
casos_clinicos_cardiologia599	T4	DEPARTAMENTO	580	589	urgencias
casos_clinicos_cardiologia599	T5	TRANSPORTE	983	990	autobús
casos_clinicos_cardiologia599	T6	DEPARTAMENTO	1053	1062	urgencias
casos_clinicos_cardiologia599	T7	DEPARTAMENTO	1705	1714	urgencias
casos_clinicos_cardiologia599	T8	DEPARTAMENTO	3282	3307	planta de hospitalización
casos_clinicos_cardiologia599	T9	TRANSPORTE	4287	4296	movilidad
casos_clinicos_cardiologia599	T10	TRANSPORTE	4287	4296	movilidad
casos_clinicos_cardiologia67	T0	COMUNIDAD	40	52	sudamericano
casos_clinicos_cardiologia67	T1	GPE_NOM	68	74	España
casos_clinicos_cardiologia67	T2	DEPARTAMENTO	364	387	consulta de Cardiología
casos_clinicos_cardiologia67	T3	FAC_GEN	417	424	empresa
casos_clinicos_cardiologia67	T4	GEO_GEN	2761	2788	área endémica de enfermedad
casos_clinicos_cardiologia67	T5	GPE_NOM	2792	2798	Chagas
casos_clinicos_cardiologia67	T6	DEPARTAMENTO	3552	3574	servicios de Urgencias
casos_clinicos_infecciosas115	T0	FAC_GEN	56	64	hospital
casos_clinicos_infecciosas115	T1	GPE_NOM	524	541	zona de La Ribera
casos_clinicos_infecciosas115	T2	DEPARTAMENTO	816	819	UCI
casos_clinicos_infecciosas115	T3	FAC_GEN	831	837	centro
casos_clinicos_infecciosas115	T4	DEPARTAMENTO	5594	5612	consultas externas
casos_clinicos_infecciosas115	T5	FAC_GEN	5886	5897	ambulatorio
casos_clinicos_infecciosas115	T6	FAC_GEN	6286	6294	colonias
casos_clinicos_infecciosas148	T0	GPE_NOM	46	56	Santa Cruz
casos_clinicos_infecciosas148	T1	GPE_NOM	58	65	Bolivia
casos_clinicos_infecciosas148	T2	GPE_NOM	81	87	España
casos_clinicos_infecciosas148	T3	GPE_GEN	245	262	su país de origen
casos_clinicos_infecciosas148	T4	DEPARTAMENTO	408	431	consultas de Neurología
casos_clinicos_infecciosas148	T5	DEPARTAMENTO	448	465	Atención primaria
casos_clinicos_infecciosas148	T6	DEPARTAMENTO	951	974	consultas de Neurología
casos_clinicos_infecciosas148	T7	DEPARTAMENTO	1158	1171	Microbiología
casos_clinicos_infecciosas148	T8	GPE_NOM	1474	1481	Mantoux
casos_clinicos_infecciosas148	T9	DEPARTAMENTO	1927	1964	consultas de Enfermedades Infecciosas
casos_clinicos_infecciosas148	T10	DEPARTAMENTO	7307	7343	consulta de Enfermedades Infecciosas
casos_clinicos_infecciosas148	T11	DEPARTAMENTO	7483	7493	neurología
casos_clinicos_infecciosas148	T12	DEPARTAMENTO	8730	8783	planta de hospitalización de Enfermedades Infecciosas
casos_clinicos_infecciosas148	T13	FAC_GEN	9571	9582	ambulatorio
casos_clinicos_infecciosas148	T14	DEPARTAMENTO	9586	9595	consultas
casos_clinicos_infecciosas148	T15	FAC_GEN	1223	1229	solium
casos_clinicos_infecciosas148	T16	FAC_GEN	10163	10188	ambulatorio de enfermedad
casos_clinicos_infecciosas148	T17	FAC_NOM	10195	10198	gas
casos_clinicos_infecciosas151	T0	GPE_NOM	29	33	Malí
casos_clinicos_infecciosas151	T1	GPE_NOM	49	55	España
casos_clinicos_infecciosas151	T2	DEPARTAMENTO	208	217	urgencias
casos_clinicos_infecciosas151	T3	DEPARTAMENTO	427	444	atención primaria
casos_clinicos_infecciosas151	T4	GPE_GEN	3403	3422	país de procedencia
casos_clinicos_infecciosas151	T5	GPE_GEN	4297	4317	países desarrollados
casos_clinicos_infecciosas151	T6	GEO_GEN	4918	4931	área endémica
casos_clinicos_infecciosas151	T7	GPE_NOM	5252	5258	África
casos_clinicos_infecciosas151	T8	GPE_NOM	5261	5276	Oriente Próximo
casos_clinicos_infecciosas151	T9	GPE_GEN	5801	5820	país de procedencia
casos_clinicos_infecciosas151	T10	GPE_GEN	5824	5831	nuestro
casos_clinicos_infecciosas151	T11	DEPARTAMENTO	7096	7104	Urología
casos_clinicos_infecciosas151	T12	DEPARTAMENTO	7689	7724	consultas de Infecciosos y Urología
casos_clinicos_infecciosas151	T13	DEPARTAMENTO	7748	7771	consulta de Infecciosos
casos_clinicos_infecciosas151	T14	DEPARTAMENTO	7885	7896	nefrectomía
casos_clinicos_infecciosas152	T0	GPE_NOM	31	41	Mauritania
casos_clinicos_infecciosas152	T1	GPE_NOM	56	62	España
casos_clinicos_infecciosas152	T2	DEPARTAMENTO	87	111	consultas de infecciosas
casos_clinicos_infecciosas152	T3	GPE_GEN	296	313	su país de origen
casos_clinicos_infecciosas152	T4	FAC_GEN	365	374	domicilio
casos_clinicos_infecciosas152	T5	DEPARTAMENTO	1319	1331	dermatología
casos_clinicos_infecciosas152	T6	GEO_GEN	1552	1559	trópico
casos_clinicos_infecciosas152	T7	DEPARTAMENTO	1615	1623	tropical
casos_clinicos_infecciosas152	T8	GPE_GEN	1673	1687	país de origen
casos_clinicos_infecciosas152	T9	GEO_GEN	1852	1879	ambientes cálidos y húmedos
casos_clinicos_infecciosas152	T10	GEO_GEN	1894	1914	zona de los trópicos
casos_clinicos_infecciosas152	T11	GPE_NOM	2143	2153	Sudamérica
casos_clinicos_infecciosas152	T12	GEO_GEN	2490	2496	tierra
casos_clinicos_infecciosas152	T13	GPE_GEN	3507	3515	s negras
casos_clinicos_infecciosas152	T14	GPE_NOM	3995	4010	África tropical
casos_clinicos_infecciosas152	T15	GPE_NOM	4016	4032	Sudeste asiático
casos_clinicos_infecciosas152	T16	GPE_NOM	5146	5152	África
casos_clinicos_infecciosas152	T17	GPE_NOM	5165	5175	Mauritania
casos_clinicos_infecciosas152	T18	GPE_NOM	5240	5243	sur
casos_clinicos_infecciosas152	T19	GPE_NOM	5248	5273	región de Aloun-el-Arouss
casos_clinicos_infecciosas152	T20	GPE_NOM	5275	5279	Nema
casos_clinicos_infecciosas152	T21	GPE_NOM	5303	5307	Mali
casos_clinicos_infecciosas152	T22	GPE_NOM	5310	5317	Senegal
casos_clinicos_infecciosas152	T23	GPE_NOM	5447	5453	África
casos_clinicos_infecciosas152	T24	GPE_NOM	5470	5480	Sudámerica
casos_clinicos_infecciosas152	T25	GPE_GEN	5928	5956	países en vías de desarrollo
casos_clinicos_infecciosas152	T26	GEO_GEN	6329	6344	altas latitudes
casos_clinicos_infecciosas17	T0	DEPARTAMENTO	30	39	Urgencias
casos_clinicos_infecciosas17	T1	DEPARTAMENTO	176	193	Atención Primaria
casos_clinicos_infecciosas17	T2	DEPARTAMENTO	1873	1882	Urgencias
casos_clinicos_infecciosas17	T3	FAC_GEN	1987	1998	laboratorio
casos_clinicos_infecciosas17	T4	DEPARTAMENTO	4468	4481	microbiología
casos_clinicos_infecciosas17	T5	GPE_NOM	5748	5752	Asia
casos_clinicos_infecciosas17	T6	GPE_NOM	5755	5764	Sudáfrica
casos_clinicos_infecciosas17	T7	GEO_GEN	6227	6242	zonas endémicas
casos_clinicos_infecciosas17	T8	GPE_NOM	6244	6259	sudeste de Asia
casos_clinicos_infecciosas17	T9	GPE_NOM	6265	6283	norte de Australia
casos_clinicos_infecciosas17	T10	GEO_GEN	6414	6429	áreas endémicas
casos_clinicos_infecciosas17	T11	GEO_GEN	6453	6466	área endémica
casos_clinicos_infecciosas17	T12	FAC_GEN	6879	6887	hospital
casos_clinicos_infecciosas175	T0	COMUNIDAD	61	69	española
casos_clinicos_infecciosas175	T1	GEO_GEN	342	353	medio rural
casos_clinicos_infecciosas175	T2	TRANSPORTE	371	377	viajes
casos_clinicos_infecciosas175	T3	DEPARTAMENTO	445	453	consulta
casos_clinicos_infecciosas175	T4	GPE_GEN	1461	1477	mundo occidental
casos_clinicos_infecciosas175	T5	GPE_GEN	1707	1726	países occidentales
casos_clinicos_infecciosas175	T6	GEO_GEN	2169	2172	tis
casos_clinicos_infecciosas175	T7	FAC_GEN	2442	2445	tis
casos_clinicos_infecciosas175	T8	DEPARTAMENTO	2600	2609	Oncología
casos_clinicos_infecciosas175	T9	GEO_GEN	3240	3259	regiones tropicales
casos_clinicos_infecciosas175	T10	GEO_GEN	4291	4310	suelos contaminados
casos_clinicos_infecciosas175	T11	DEPARTAMENTO	5114	5127	microbiología
casos_clinicos_infecciosas175	T12	DEPARTAMENTO	5431	5453	servicio de Preventiva
casos_clinicos_infecciosas175	T13	DEPARTAMENTO	5624	5670	consultas externas de Enfermedades Infecciosas
casos_clinicos_infecciosas176	T0	GPE_NOM	55	62	Rumanía
casos_clinicos_infecciosas176	T1	GPE_NOM	79	85	España
casos_clinicos_infecciosas176	T2	DEPARTAMENTO	342	363	Servicio de Urgencias
casos_clinicos_infecciosas176	T3	DEPARTAMENTO	1164	1173	Urgencias
casos_clinicos_infecciosas176	T4	DEPARTAMENTO	1974	2003	Unidad de Cuidados Intensivos
casos_clinicos_infecciosas176	T5	FAC_GEN	4315	4325	pediátrica
casos_clinicos_infecciosas176	T6	GPE_GEN	5275	5295	países desarrollados
casos_clinicos_infecciosas176	T7	GPE_NOM	5300	5306	España
casos_clinicos_infecciosas176	T8	TRANSPORTE	5506	5512	viajes
casos_clinicos_infecciosas202	T0	DEPARTAMENTO	293	304	Cardiología
casos_clinicos_infecciosas202	T1	GEO_GEN	402	414	ámbito rural
casos_clinicos_infecciosas202	T2	TRANSPORTE	467	478	excursiones
casos_clinicos_infecciosas202	T3	GEO_GEN	486	491	campo
casos_clinicos_infecciosas202	T4	TRANSPORTE	495	504	bicicleta
casos_clinicos_infecciosas202	T5	GPE_NOM	551	559	Santiago
casos_clinicos_infecciosas202	T6	TRANSPORTE	729	735	viajes
casos_clinicos_infecciosas202	T7	GPE_GEN	749	759	extranjero
casos_clinicos_infecciosas202	T8	DEPARTAMENTO	942	951	urgencias
casos_clinicos_infecciosas202	T9	GPE_NOM	1012	1019	Bengala
casos_clinicos_infecciosas202	T10	DEPARTAMENTO	1157	1201	consulta externa de Enfermedades Infecciosas
casos_clinicos_infecciosas202	T11	DEPARTAMENTO	1206	1214	consulta
casos_clinicos_infecciosas202	T12	GPE_NOM	1484	1491	Bengala
casos_clinicos_infecciosas202	T13	FAC_NOM	1567	1586	Hospital Carlos III
casos_clinicos_infecciosas202	T14	GPE_NOM	1588	1594	Madrid
casos_clinicos_infecciosas202	T15	DEPARTAMENTO	1953	1962	Urgencias
casos_clinicos_infecciosas202	T16	TRANSPORTE	2139	2150	visita a la
casos_clinicos_infecciosas202	T17	DEPARTAMENTO	2151	2159	consulta
casos_clinicos_infecciosas202	T18	DEPARTAMENTO	2404	2412	consulta
casos_clinicos_infecciosas202	T19	GPE_GEN	3522	3554	países de la cuenca mediterránea
casos_clinicos_infecciosas202	T20	GPE_NOM	5912	5919	Bengala
casos_clinicos_infecciosas23	T0	DEPARTAMENTO	134	143	urgencias
casos_clinicos_infecciosas23	T1	DEPARTAMENTO	1060	1069	urgencias
casos_clinicos_infecciosas23	T2	DEPARTAMENTO	2015	2026	Infecciosas
casos_clinicos_infecciosas23	T3	GPE_NOM	3443	3450	Toscana
casos_clinicos_infecciosas23	T4	GEO_NOM	6408	6426	Cornisa Cantábrica
casos_clinicos_infecciosas23	T5	GPE_NOM	6432	6450	Nordeste de España
casos_clinicos_infecciosas23	T6	GPE_NOM	6493	6505	de Andalucía
casos_clinicos_infecciosas23	T7	FAC_GEN	6810	6830	estadío de infección
casos_clinicos_infecciosas23	T8	COMUNIDAD	7270	7275	china
casos_clinicos_infecciosas23	T9	DEPARTAMENTO	7557	7566	urgencias
casos_clinicos_infecciosas23	T10	DEPARTAMENTO	7778	7791	Microbiología
casos_clinicos_infecciosas23	T11	TRANSPORTE	8472	8480	trasladó
casos_clinicos_infecciosas23	T12	DEPARTAMENTO	8486	8521	Unidad de Cuidados Intensivos (UCI)
casos_clinicos_infecciosas23	T13	DEPARTAMENTO	8651	8654	UCI
casos_clinicos_infecciosas44	T0	DEPARTAMENTO	34	55	Servicio de Urgencias
casos_clinicos_infecciosas44	T1	FAC_GEN	281	290	domicilio
casos_clinicos_infecciosas44	T2	FAC_GEN	340	349	domicilio
casos_clinicos_infecciosas44	T3	GPE_NOM	448	455	Almería
casos_clinicos_infecciosas44	T4	GPE_NOM	482	489	Granada
casos_clinicos_infecciosas44	T5	DEPARTAMENTO	776	793	atención primaria
casos_clinicos_infecciosas44	T6	DEPARTAMENTO	1045	1067	servicios de urgencias
casos_clinicos_infecciosas44	T7	DEPARTAMENTO	2201	2212	Psiquiatría
casos_clinicos_infecciosas44	T8	DEPARTAMENTO	2297	2313	Medicina Interna
casos_clinicos_infecciosas44	T9	DEPARTAMENTO	3007	3016	citología
casos_clinicos_infecciosas44	T10	FAC_GEN	7844	7847	LCR
casos_clinicos_infecciosas44	T11	FAC_GEN	8053	8056	SNC
casos_clinicos_infecciosas44	T12	DEPARTAMENTO	8370	8381	psiquiatría
casos_clinicos_infecciosas44	T13	DEPARTAMENTO	8633	8651	consultas externas
casos_clinicos_infecciosas48	T0	GPE_NOM	54	58	Mali
casos_clinicos_infecciosas48	T1	GPE_NOM	74	80	España
